"tm","account","symbol","position"
2018-10-19 14:20:37:317588,TEST,USDCNH,-9915150.075596
2018-10-19 14:20:36:811994,TEST,USDCNH,-9915151.075596
2018-10-19 14:20:36:501356,TEST,USDCNH,-9915152.075596
2018-10-19 14:20:36:133001,TEST,USDCNH,-9915153.075596
2018-10-19 14:20:35:390412,TEST,USDCNH,-9915154.075596
2018-10-19 14:20:23:615078,TEST,USDCNH,-9915155.075596
2018-10-19 14:20:23:430324,TEST,USDCNH,-9915156.075596
2018-10-19 14:20:22:843483,TEST,USDCNH,-9915157.075596
2018-10-19 14:20:22:571839,TEST,USDCNH,-9915158.075596
2018-10-19 14:20:22:152522,TEST,USDCNH,-9915159.075596
2018-10-19 14:20:21:867681,TEST,USDCNH,-9915160.075596
2018-10-19 14:20:21:802642,TEST,USDCNH,-9915161.075596
2018-10-19 14:20:21:324273,TEST,USDCNH,-9915162.075596
2018-10-19 14:20:20:996398,TEST,USDCNH,-9915163.075596
2018-10-19 14:20:18:812446,TEST,USDCNH,-9915164.075596
2018-10-19 14:20:18:756246,TEST,USDCNH,-9915165.075596
2018-10-19 14:20:18:445687,TEST,USDCNH,-9915166.075596
2018-10-19 14:20:18:311563,TEST,USDCNH,-9915167.075596
2018-10-19 14:20:18:127573,TEST,USDCNH,-9915168.075596
2018-10-19 14:20:17:898826,TEST,USDCNH,-9915169.075596
2018-10-19 14:20:17:846954,TEST,USDCNH,-9915170.075596
2018-10-19 14:20:17:503539,TEST,USDCNH,-9915171.075596
2018-10-19 14:20:08:848965,TEST,USDCNH,-9915172.075596
2018-10-19 14:20:07:910146,TEST,USDCNH,-9915173.075596
2018-10-19 14:20:04:485475,TEST,USDCNH,-9915174.075596
2018-10-19 14:20:03:534392,TEST,USDCNH,-9915175.075596
2018-10-19 14:20:02:681845,TEST,USDCNH,-9915176.075596
2018-10-19 14:18:25:738137,TEST,USDCNH,-9915177.075596
2018-10-19 14:18:25:326729,TEST,USDCNH,-9915178.075596
2018-10-19 14:18:24:806656,TEST,USDCNH,-9915179.075596
2018-10-19 14:18:01:725872,TEST,USDCNH,-9915180.075596
2018-10-19 14:18:01:038498,TEST,USDCNH,-9915181.075596
2018-10-19 14:18:00:817288,TEST,USDCNH,-9915182.075596
2018-10-19 14:17:27:990637,TEST,USDCNH,-9915183.075596
2018-10-19 14:17:06:910913,TEST,USDCNH,-9915184.075596
2018-10-19 14:17:06:763377,TEST,USDCNH,-9915185.075596
2018-10-19 14:17:04:052189,TEST,USDCNH,-9915186.075596
2018-10-19 14:17:02:873473,TEST,USDCNH,-9915187.075596
2018-10-19 14:17:02:548133,TEST,USDCNH,-9915188.075596
2018-10-19 14:17:02:301888,TEST,USDCNH,-9915189.075596
2018-10-19 14:17:02:269093,TEST,USDCNH,-9915190.075596
2018-10-19 14:17:01:911534,TEST,USDCNH,-9915191.075596
2018-10-19 14:17:01:383141,TEST,USDCNH,-9915192.075596
2018-10-19 14:17:00:977724,TEST,USDCNH,-9915193.075596
2018-10-19 14:17:00:960869,TEST,USDCNH,-9915194.075596
2018-10-19 14:16:58:158232,TEST,USDCNH,-9915195.075596
2018-10-19 14:16:58:090604,TEST,USDCNH,-9915196.075596
2018-10-19 14:16:57:728528,TEST,USDCNH,-9915197.075596
2018-10-19 14:16:57:252010,TEST,USDCNH,-9915198.075596
2018-10-19 14:16:56:314342,TEST,USDCNH,-9915199.075596
2018-10-19 14:16:55:564647,TEST,USDCNH,-9915200.075596
2018-10-19 14:16:13:784024,TEST,USDCNH,-9915201.075596
2018-10-19 14:16:13:175709,TEST,USDCNH,-9915202.075596
2018-10-19 14:16:12:243394,TEST,USDCNH,-9915203.075596
2018-10-19 14:16:11:221069,TEST,USDCNH,-9915204.075596
2018-10-19 14:16:10:390177,TEST,USDCNH,-9915205.075596
2018-10-19 14:15:23:709726,TEST,USDCNH,-9915206.075596
2018-10-19 14:15:23:201099,TEST,USDCNH,-9915207.075596
2018-10-19 14:15:23:104956,TEST,USDCNH,-9915208.075596
2018-10-19 14:15:18:713721,TEST,USDCNH,-9915209.075596
2018-10-19 14:15:12:621454,TEST,USDCNH,-9915210.075596
2018-10-19 14:15:12:294202,TEST,USDCNH,-9915211.075596
2018-10-19 14:15:11:843870,TEST,USDCNH,-9915212.075596
2018-10-19 14:15:11:297018,TEST,USDCNH,-9915213.075596
2018-10-19 14:14:46:241395,TEST,USDCNH,-9915214.075596
2018-10-19 14:14:42:875518,TEST,USDCNH,-9915215.075596
2018-10-19 14:14:42:187276,TEST,USDCNH,-9915216.075596
2018-10-19 14:09:35:900082,TEST,USDCNH,-9915217.075596
2018-10-19 14:09:28:261597,TEST,USDCNH,-9915218.075596
2018-10-19 14:09:27:275581,TEST,USDCNH,-9915219.075596
2018-10-19 14:09:27:156796,TEST,USDCNH,-9915220.075596
2018-10-19 14:09:26:472881,TEST,USDCNH,-9915221.075596
2018-10-19 14:09:25:713541,TEST,USDCNH,-9915222.075596
2018-10-19 14:09:25:582687,TEST,USDCNH,-9915223.075596
2018-10-19 14:09:25:118612,TEST,USDCNH,-9915224.075596
2018-10-19 14:09:24:378586,TEST,USDCNH,-9915225.075596
2018-10-19 14:09:23:693730,TEST,USDCNH,-9915226.075596
2018-10-19 14:09:23:528984,TEST,USDCNH,-9915227.075596
2018-10-19 14:08:59:182320,TEST,USDCNH,-9915228.075596
2018-10-19 14:08:58:547565,TEST,USDCNH,-9915229.075596
2018-10-19 14:08:58:335671,TEST,USDCNH,-9915230.075596
2018-10-19 14:08:58:324517,TEST,USDCNH,-9915231.075596
2018-10-19 14:08:58:290941,TEST,USDCNH,-9915232.075596
2018-10-19 14:08:58:264692,TEST,USDCNH,-9915233.075596
2018-10-19 14:08:58:217602,TEST,USDCNH,-9915234.075596
2018-10-19 14:08:57:872457,TEST,USDCNH,-9915235.075596
2018-10-19 14:08:57:551172,TEST,USDCNH,-9915236.075596
2018-10-19 14:08:57:523540,TEST,USDCNH,-9915237.075596
2018-10-19 14:08:57:459330,TEST,USDCNH,-9915238.075596
2018-10-19 14:08:05:659432,TEST,USDCNH,-9915239.075596
2018-10-19 14:08:05:272783,TEST,USDCNH,-9915240.075596
2018-10-19 14:07:24:764861,TEST,USDCNH,-9915241.075596
2018-10-19 14:06:56:038981,TEST,USDCNH,-9915242.075596
2018-10-19 14:06:20:566608,TEST,USDCNH,-9915243.075596
2018-10-19 14:06:19:732326,TEST,USDCNH,-9915244.075596
2018-10-19 14:06:19:393012,TEST,USDCNH,-9915245.075596
2018-10-19 14:05:50:199051,TEST,USDCNH,-9915246.075596
2018-10-19 14:05:50:112822,TEST,USDCNH,-9915247.075596
2018-10-19 14:05:49:974026,TEST,USDCNH,-9915248.075596
2018-10-19 14:05:49:851376,TEST,USDCNH,-9915249.075596
2018-10-19 14:05:49:827771,TEST,USDCNH,-9915250.075596
2018-10-19 14:05:49:789415,TEST,USDCNH,-9915251.075596
2018-10-19 14:05:42:349180,TEST,USDCNH,-9915252.075596
2018-10-19 14:05:41:678294,TEST,USDCNH,-9915253.075596
2018-10-19 14:05:40:430247,TEST,USDCNH,-9915254.075596
2018-10-19 14:04:05:176466,TEST,USDCNH,-9915255.075596
2018-10-19 14:04:04:515645,TEST,USDCNH,-9915256.075596
2018-10-19 14:04:04:249014,TEST,USDCNH,-9915257.075596
2018-10-19 14:03:53:516009,TEST,USDCNH,-9915258.075596
2018-10-19 14:03:47:625620,TEST,USDCNH,-9915259.075596
2018-10-19 14:03:46:846585,TEST,USDCNH,-9915260.075596
2018-10-19 14:03:46:576219,TEST,USDCNH,-9915261.075596
2018-10-19 14:03:46:276369,TEST,USDCNH,-9915262.075596
2018-10-19 14:03:45:648268,TEST,USDCNH,-9915263.075596
2018-10-19 14:03:45:256609,TEST,USDCNH,-9915264.075596
2018-10-19 14:03:45:185723,TEST,USDCNH,-9915265.075596
2018-10-19 14:03:45:107170,TEST,USDCNH,-9915266.075596
2018-10-19 14:03:45:065808,TEST,USDCNH,-9915267.075596
2018-10-19 14:03:44:979551,TEST,USDCNH,-9915268.075596
2018-10-19 14:03:44:937943,TEST,USDCNH,-9915269.075596
2018-10-19 14:03:44:358455,TEST,USDCNH,-9915270.075596
2018-10-19 14:03:44:174719,TEST,USDCNH,-9915271.075596
2018-10-19 14:03:43:890468,TEST,USDCNH,-9915272.075596
2018-10-19 14:03:43:721406,TEST,USDCNH,-9915273.075596
2018-10-19 14:03:43:699602,TEST,USDCNH,-9915274.075596
2018-10-19 14:03:31:311001,TEST,USDCNH,-9915275.075596
2018-10-19 14:03:31:101766,TEST,USDCNH,-9915276.075596
2018-10-19 14:01:37:300115,TEST,USDCNH,-9915277.075596
2018-10-19 13:54:35:329245,TEST,USDCNH,-9915278.075596
2018-10-19 13:53:58:096649,TEST,USDCNH,-9915279.075596
2018-10-19 13:52:53:198507,TEST,USDCNH,-9915280.075596
2018-10-19 13:51:37:849264,TEST,USDCNH,-9915281.075596
2018-10-19 13:51:37:100424,TEST,USDCNH,-9915282.075596
2018-10-19 13:51:30:618037,TEST,USDCNH,-9915283.075596
2018-10-19 13:51:29:967181,TEST,USDCNH,-9915284.075596
2018-10-19 13:51:28:860511,TEST,USDCNH,-9915285.075596
2018-10-19 13:51:28:181293,TEST,USDCNH,-9915286.075596
2018-10-19 13:51:27:139378,TEST,USDCNH,-9915287.075596
2018-10-19 13:50:53:167866,TEST,USDCNH,-9915288.075596
2018-10-19 13:50:52:647294,TEST,USDCNH,-9915289.075596
2018-10-19 13:50:52:501897,TEST,USDCNH,-9915290.075596
2018-10-19 13:50:52:243948,TEST,USDCNH,-9915291.075596
2018-10-19 13:50:51:690233,TEST,USDCNH,-9915292.075596
2018-10-19 13:50:50:713498,TEST,USDCNH,-9915293.075596
2018-10-19 13:50:50:664975,TEST,USDCNH,-9915294.075596
2018-10-19 13:50:49:105306,TEST,USDCNH,-9915295.075596
2018-10-19 13:50:49:010388,TEST,USDCNH,-9915296.075596
2018-10-19 13:50:45:556756,TEST,USDCNH,-9915297.075596
2018-10-19 13:50:44:352077,TEST,USDCNH,-9915298.075596
2018-10-19 13:50:43:360814,TEST,USDCNH,-9915299.075596
2018-10-19 13:50:43:317283,TEST,USDCNH,-9915300.075596
2018-10-19 13:50:43:235844,TEST,USDCNH,-9915301.075596
2018-10-19 13:50:43:078501,TEST,USDCNH,-9915302.075596
2018-10-19 13:50:42:981226,TEST,USDCNH,-9915303.075596
2018-10-19 13:50:42:800893,TEST,USDCNH,-9915304.075596
2018-10-19 13:50:37:762756,TEST,USDCNH,-9915305.075596
2018-10-19 13:50:36:529423,TEST,USDCNH,-9915306.075596
2018-10-19 13:50:35:682772,TEST,USDCNH,-9915307.075596
2018-10-19 13:50:35:544004,TEST,USDCNH,-9915308.075596
2018-10-19 13:50:35:204734,TEST,USDCNH,-9915309.075596
2018-10-19 13:50:34:929579,TEST,USDCNH,-9915310.075596
2018-10-19 13:50:34:443931,TEST,USDCNH,-9915311.075596
2018-10-19 13:50:34:400364,TEST,USDCNH,-9915312.075596
2018-10-19 13:50:33:814091,TEST,USDCNH,-9915313.075596
2018-10-19 13:50:25:440678,TEST,USDCNH,-9915314.075596
2018-10-19 13:50:24:531107,TEST,USDCNH,-9915315.075596
2018-10-19 13:50:24:380358,TEST,USDCNH,-9915316.075596
2018-10-19 13:50:23:484890,TEST,USDCNH,-9915317.075596
2018-10-19 13:50:22:700761,TEST,USDCNH,-9915318.075596
2018-10-19 13:50:22:375763,TEST,USDCNH,-9915319.075596
2018-10-19 13:50:21:231572,TEST,USDCNH,-9915320.075596
2018-10-19 13:50:20:522066,TEST,USDCNH,-9915321.075596
2018-10-19 13:50:20:393967,TEST,USDCNH,-9915322.075596
2018-10-19 13:50:20:224527,TEST,USDCNH,-9915323.075596
2018-10-19 13:50:20:040297,TEST,USDCNH,-9915324.075596
2018-10-19 13:50:19:382191,TEST,USDCNH,-9915325.075596
2018-10-19 13:50:19:355513,TEST,USDCNH,-9915326.075596
2018-10-19 13:50:18:133392,TEST,USDCNH,-9915327.075596
2018-10-19 13:49:24:217383,TEST,USDCNH,-9915328.075596
2018-10-19 13:49:23:722301,TEST,USDCNH,-9915329.075596
2018-10-19 13:49:23:700044,TEST,USDCNH,-9915330.075596
2018-10-19 13:49:23:667693,TEST,USDCNH,-9915331.075596
2018-10-19 13:49:23:024576,TEST,USDCNH,-9915332.075596
2018-10-19 13:49:22:766919,TEST,USDCNH,-9915333.075596
2018-10-19 13:49:21:794204,TEST,USDCNH,-9915334.075596
2018-10-19 13:49:17:684527,TEST,USDCNH,-9915335.075596
2018-10-19 13:47:26:811913,TEST,USDCNH,-9915336.075596
2018-10-19 13:47:26:027554,TEST,USDCNH,-9915337.075596
2018-10-19 13:47:25:590914,TEST,USDCNH,-9915338.075596
2018-10-19 13:47:19:055095,TEST,USDCNH,-9915339.075596
2018-10-19 13:47:18:549049,TEST,USDCNH,-9915340.075596
2018-10-19 13:47:17:707684,TEST,USDCNH,-9915341.075596
2018-10-19 13:47:17:582975,TEST,USDCNH,-9915342.075596
2018-10-19 13:45:30:260569,TEST,USDCNH,-9915343.075596
2018-10-19 13:45:21:312288,TEST,USDCNH,-9915344.075596
2018-10-19 13:45:20:431751,TEST,USDCNH,-9915345.075596
2018-10-19 13:45:19:932244,TEST,USDCNH,-9915346.075596
2018-10-19 13:45:19:615933,TEST,USDCNH,-9915347.075596
2018-10-19 13:45:15:842569,TEST,USDCNH,-9915348.075596
2018-10-19 13:45:15:502051,TEST,USDCNH,-9915349.075596
2018-10-19 13:45:14:640628,TEST,USDCNH,-9915350.075596
2018-10-19 13:45:14:316998,TEST,USDCNH,-9915351.075596
2018-10-19 13:45:14:050642,TEST,USDCNH,-9915352.075596
2018-10-19 13:45:13:988781,TEST,USDCNH,-9915353.075596
2018-10-19 13:45:13:156621,TEST,USDCNH,-9915354.075596
2018-10-19 13:45:12:953034,TEST,USDCNH,-9915355.075596
2018-10-19 13:45:12:274877,TEST,USDCNH,-9915356.075596
2018-10-19 13:45:12:196401,TEST,USDCNH,-9915357.075596
2018-10-19 13:45:12:055266,TEST,USDCNH,-9915358.075596
2018-10-19 13:45:05:763822,TEST,USDCNH,-9915359.075596
2018-10-19 13:45:04:578091,TEST,USDCNH,-9915360.075596
2018-10-19 13:45:03:897082,TEST,USDCNH,-9915361.075596
2018-10-19 13:45:03:105663,TEST,USDCNH,-9915362.075596
2018-10-19 13:45:02:221615,TEST,USDCNH,-9915363.075596
2018-10-19 13:45:01:776010,TEST,USDCNH,-9915364.075596
2018-10-19 13:44:58:349880,TEST,USDCNH,-9915365.075596
2018-10-19 13:44:58:321820,TEST,USDCNH,-9915366.075596
2018-10-19 13:44:57:805757,TEST,USDCNH,-9915367.075596
2018-10-19 13:44:57:631136,TEST,USDCNH,-9915368.075596
2018-10-19 13:44:57:075409,TEST,USDCNH,-9915369.075596
2018-10-19 13:44:55:507843,TEST,USDCNH,-9915370.075596
2018-10-19 13:44:55:434996,TEST,USDCNH,-9915371.075596
2018-10-19 13:44:55:140388,TEST,USDCNH,-9915372.075596
2018-10-19 13:44:52:623265,TEST,USDCNH,-9915373.075596
2018-10-19 13:44:52:343026,TEST,USDCNH,-9915374.075596
2018-10-19 13:44:51:590044,TEST,USDCNH,-9915375.075596
2018-10-19 13:44:51:268205,TEST,USDCNH,-9915376.075596
2018-10-19 13:44:50:756588,TEST,USDCNH,-9915377.075596
2018-10-19 13:44:50:198179,TEST,USDCNH,-9915378.075596
2018-10-19 13:44:50:001105,TEST,USDCNH,-9915379.075596
2018-10-19 13:44:49:991561,TEST,USDCNH,-9915380.075596
2018-10-19 13:44:14:306631,TEST,USDCNH,-9915381.075596
2018-10-19 13:44:13:953047,TEST,USDCNH,-9915382.075596
2018-10-19 13:44:00:397576,TEST,USDCNH,-9915383.075596
2018-10-19 13:44:00:331894,TEST,USDCNH,-9915384.075596
2018-10-19 13:43:57:210458,TEST,USDCNH,-9915385.075596
2018-10-19 13:43:56:780716,TEST,USDCNH,-9915386.075596
2018-10-19 13:43:53:299404,TEST,USDCNH,-9915387.075596
2018-10-19 13:43:53:085489,TEST,USDCNH,-9915388.075596
2018-10-19 13:43:52:833327,TEST,USDCNH,-9915389.075596
2018-10-19 13:43:52:677628,TEST,USDCNH,-9915390.075596
2018-10-19 13:43:52:269304,TEST,USDCNH,-9915391.075596
2018-10-19 13:43:50:603496,TEST,USDCNH,-9915392.075596
2018-10-19 13:43:50:457621,TEST,USDCNH,-9915393.075596
2018-10-19 13:43:49:879138,TEST,USDCNH,-9915394.075596
2018-10-19 13:43:49:789460,TEST,USDCNH,-9915395.075596
2018-10-19 13:43:47:663462,TEST,USDCNH,-9915396.075596
2018-10-19 13:43:46:792607,TEST,USDCNH,-9915397.075596
2018-10-19 13:43:45:617255,TEST,USDCNH,-9915398.075596
2018-10-19 13:43:44:769608,TEST,USDCNH,-9915399.075596
2018-10-19 13:43:44:623574,TEST,USDCNH,-9915400.075596
2018-10-19 13:43:44:279513,TEST,USDCNH,-9915401.075596
2018-10-19 13:43:44:224759,TEST,USDCNH,-9915402.075596
2018-10-19 13:43:43:821772,TEST,USDCNH,-9915403.075596
2018-10-19 13:43:43:374393,TEST,USDCNH,-9915404.075596
2018-10-19 13:43:43:145685,TEST,USDCNH,-9915405.075596
2018-10-19 13:43:42:743295,TEST,USDCNH,-9915406.075596
2018-10-19 13:43:42:688982,TEST,USDCNH,-9915407.075596
2018-10-19 13:43:42:111747,TEST,USDCNH,-9915408.075596
2018-10-19 13:43:41:699833,TEST,USDCNH,-9915409.075596
2018-10-19 13:43:41:383164,TEST,USDCNH,-9915410.075596
2018-10-19 13:43:41:269103,TEST,USDCNH,-9915411.075596
2018-10-19 13:43:26:811904,TEST,USDCNH,-9915412.075596
2018-10-19 13:43:25:337239,TEST,USDCNH,-9915413.075596
2018-10-19 13:43:24:955707,TEST,USDCNH,-9915414.075596
2018-10-19 13:43:24:385473,TEST,USDCNH,-9915415.075596
2018-10-19 13:43:24:309359,TEST,USDCNH,-9915416.075596
2018-10-19 13:43:24:258157,TEST,USDCNH,-9915417.075596
2018-10-19 13:43:24:202737,TEST,USDCNH,-9915418.075596
2018-10-19 13:43:24:013329,TEST,USDCNH,-9915419.075596
2018-10-19 13:43:23:087701,TEST,USDCNH,-9915420.075596
2018-10-19 13:43:22:915315,TEST,USDCNH,-9915421.075596
2018-10-19 13:43:21:968239,TEST,USDCNH,-9915422.075596
2018-10-19 13:42:26:399620,TEST,USDCNH,-9915423.075596
2018-10-19 13:42:20:251409,TEST,USDCNH,-9915424.075596
2018-10-19 13:42:20:151145,TEST,USDCNH,-9915425.075596
2018-10-19 13:42:19:184656,TEST,USDCNH,-9915426.075596
2018-10-19 13:42:18:068130,TEST,USDCNH,-9915427.075596
2018-10-19 13:42:17:773468,TEST,USDCNH,-9915428.075596
2018-10-19 13:42:17:537636,TEST,USDCNH,-9915429.075596
2018-10-19 13:42:16:905116,TEST,USDCNH,-9915430.075596
2018-10-19 13:42:16:069426,TEST,USDCNH,-9915431.075596
2018-10-19 13:42:16:020792,TEST,USDCNH,-9915432.075596
2018-10-19 13:42:15:257392,TEST,USDCNH,-9915433.075596
2018-10-19 13:42:14:937727,TEST,USDCNH,-9915434.075596
2018-10-19 13:41:17:491426,TEST,USDCNH,-9915435.075596
2018-10-19 13:41:17:131008,TEST,USDCNH,-9915436.075596
2018-10-19 13:41:16:679333,TEST,USDCNH,-9915437.075596
2018-10-19 13:41:13:299952,TEST,USDCNH,-9915438.075596
2018-10-19 13:41:12:410361,TEST,USDCNH,-9915439.075596
2018-10-19 13:41:11:269184,TEST,USDCNH,-9915440.075596
2018-10-19 13:41:11:107884,TEST,USDCNH,-9915441.075596
2018-10-19 13:41:11:070156,TEST,USDCNH,-9915442.075596
2018-10-19 13:41:10:994488,TEST,USDCNH,-9915443.075596
2018-10-19 13:41:10:897629,TEST,USDCNH,-9915444.075596
2018-10-19 13:41:10:338879,TEST,USDCNH,-9915445.075596
2018-10-19 13:41:10:118526,TEST,USDCNH,-9915446.075596
2018-10-19 13:41:09:957060,TEST,USDCNH,-9915447.075596
2018-10-19 13:41:09:842292,TEST,USDCNH,-9915448.075596
2018-10-19 13:40:23:852496,TEST,USDCNH,-9915449.075596
2018-10-19 13:39:23:233990,TEST,USDCNH,-9915450.075596
2018-10-19 13:39:19:176010,TEST,USDCNH,-9915451.075596
2018-10-19 13:39:18:440247,TEST,USDCNH,-9915452.075596
2018-10-19 13:39:18:158676,TEST,USDCNH,-9915453.075596
2018-10-19 13:39:17:896761,TEST,USDCNH,-9915454.075596
2018-10-19 13:39:17:263283,TEST,USDCNH,-9915455.075596
2018-10-19 13:37:03:616017,TEST,USDCNH,-9915456.075596
2018-10-19 13:37:02:021698,TEST,USDCNH,-9915457.075596
2018-10-19 13:37:01:693783,TEST,USDCNH,-9915458.075596
2018-10-19 13:36:58:715141,TEST,USDCNH,-9915459.075596
2018-10-19 13:36:57:773217,TEST,USDCNH,-9915460.075596
2018-10-19 13:36:57:315629,TEST,USDCNH,-9915461.075596
2018-10-19 13:36:57:214376,TEST,USDCNH,-9915462.075596
2018-10-19 13:36:56:392871,TEST,USDCNH,-9915463.075596
2018-10-19 13:36:55:705109,TEST,USDCNH,-9915464.075596
2018-10-19 13:36:55:161036,TEST,USDCNH,-9915465.075596
2018-10-19 13:36:51:307874,TEST,USDCNH,-9915466.075596
2018-10-19 13:36:50:897179,TEST,USDCNH,-9915467.075596
2018-10-19 13:36:49:914918,TEST,USDCNH,-9915468.075596
2018-10-19 13:36:49:741337,TEST,USDCNH,-9915469.075596
2018-10-19 13:36:22:300638,TEST,USDCNH,-9915470.075596
2018-10-19 13:36:21:079471,TEST,USDCNH,-9915471.075596
2018-10-19 13:36:20:264087,TEST,USDCNH,-9915472.075596
2018-10-19 13:36:19:809924,TEST,USDCNH,-9915473.075596
2018-10-19 13:36:08:431737,TEST,USDCNH,-9915474.075596
2018-10-19 13:36:07:755324,TEST,USDCNH,-9915475.075596
2018-10-19 13:36:07:614389,TEST,USDCNH,-9915476.075596
2018-10-19 13:36:07:007205,TEST,USDCNH,-9915477.075596
2018-10-19 13:36:06:830820,TEST,USDCNH,-9915478.075596
2018-10-19 13:36:00:950952,TEST,USDCNH,-9915479.075596
2018-10-19 13:36:00:822197,TEST,USDCNH,-9915480.075596
2018-10-19 13:36:00:589949,TEST,USDCNH,-9915481.075596
2018-10-19 13:35:58:811972,TEST,USDCNH,-9915482.075596
2018-10-19 13:35:57:736755,TEST,USDCNH,-9915483.075596
2018-10-19 13:35:56:761342,TEST,USDCNH,-9915484.075596
2018-10-19 13:35:56:370087,TEST,USDCNH,-9915485.075596
2018-10-19 13:35:14:529637,TEST,USDCNH,-9915486.075596
2018-10-19 13:35:13:998773,TEST,USDCNH,-9915487.075596
2018-10-19 13:35:13:799249,TEST,USDCNH,-9915488.075596
2018-10-19 13:35:13:311879,TEST,USDCNH,-9915489.075596
2018-10-19 13:35:09:209904,TEST,USDCNH,-9915490.075596
2018-10-19 13:35:08:172242,TEST,USDCNH,-9915491.075596
2018-10-19 13:35:07:129332,TEST,USDCNH,-9915492.075596
2018-10-19 13:35:04:602513,TEST,USDCNH,-9915493.075596
2018-10-19 13:35:04:408421,TEST,USDCNH,-9915494.075596
2018-10-19 13:35:03:541733,TEST,USDCNH,-9915495.075596
2018-10-19 13:33:09:957023,TEST,USDCNH,-9915496.075596
2018-10-19 13:33:09:224136,TEST,USDCNH,-9915497.075596
2018-10-19 13:33:08:654784,TEST,USDCNH,-9915498.075596
2018-10-19 13:33:01:260798,TEST,USDCNH,-9915499.075596
2018-10-19 13:33:01:007146,TEST,USDCNH,-9915500.075596
2018-10-19 13:32:59:351924,TEST,USDCNH,-9915501.075596
2018-10-19 13:32:58:813680,TEST,USDCNH,-9915502.075596
2018-10-19 13:32:03:767367,TEST,USDCNH,-9915503.075596
2018-10-19 13:32:03:741098,TEST,USDCNH,-9915504.075596
2018-10-19 13:32:02:908221,TEST,USDCNH,-9915505.075596
2018-10-19 13:32:02:685110,TEST,USDCNH,-9915506.075596
2018-10-19 13:32:02:464903,TEST,USDCNH,-9915507.075596
2018-10-19 13:32:02:340422,TEST,USDCNH,-9915508.075596
2018-10-19 13:32:02:208369,TEST,USDCNH,-9915509.075596
2018-10-19 13:32:01:654994,TEST,USDCNH,-9915510.075596
2018-10-19 13:32:01:628879,TEST,USDCNH,-9915511.075596
2018-10-19 13:32:01:218762,TEST,USDCNH,-9915512.075596
2018-10-19 13:32:01:016713,TEST,USDCNH,-9915513.075596
2018-10-19 13:31:48:267788,TEST,USDCNH,-9915514.075596
2018-10-19 13:31:48:160925,TEST,USDCNH,-9915515.075596
2018-10-19 13:31:47:783916,TEST,USDCNH,-9915516.075596
2018-10-19 13:31:47:273748,TEST,USDCNH,-9915517.075596
2018-10-19 13:31:46:317655,TEST,USDCNH,-9915518.075596
2018-10-19 13:31:46:048187,TEST,USDCNH,-9915519.075596
2018-10-19 13:31:45:791859,TEST,USDCNH,-9915520.075596
2018-10-19 13:31:45:599531,TEST,USDCNH,-9915521.075596
2018-10-19 13:31:42:012640,TEST,USDCNH,-9915522.075596
2018-10-19 13:31:41:310866,TEST,USDCNH,-9915523.075596
2018-10-19 13:31:40:716134,TEST,USDCNH,-9915524.075596
2018-10-19 13:31:40:304677,TEST,USDCNH,-9915525.075596
2018-10-19 13:31:40:295405,TEST,USDCNH,-9915526.075596
2018-10-19 13:31:40:162571,TEST,USDCNH,-9915527.075596
2018-10-19 13:31:40:070050,TEST,USDCNH,-9915528.075596
2018-10-19 13:31:39:822683,TEST,USDCNH,-9915529.075596
2018-10-19 13:31:06:588943,TEST,USDCNH,-9915530.075596
2018-10-19 13:31:05:697128,TEST,USDCNH,-9915531.075596
2018-10-19 13:31:05:261414,TEST,USDCNH,-9915532.075596
2018-10-19 13:30:35:024655,TEST,USDCNH,-9915533.075596
2018-10-19 13:30:33:142564,TEST,USDCNH,-9915534.075596
2018-10-19 13:30:31:251777,TEST,USDCNH,-9915535.075596
2018-10-19 13:30:30:772778,TEST,USDCNH,-9915536.075596
2018-10-19 13:30:30:358168,TEST,USDCNH,-9915537.075596
2018-10-19 13:30:29:967670,TEST,USDCNH,-9915538.075596
2018-10-19 13:30:29:353792,TEST,USDCNH,-9915539.075596
2018-10-19 13:30:29:031907,TEST,USDCNH,-9915540.075596
2018-10-19 13:29:32:056376,TEST,USDCNH,-9915541.075596
2018-10-19 13:29:31:442436,TEST,USDCNH,-9915542.075596
2018-10-19 13:29:02:932242,TEST,USDCNH,-9915543.075596
2018-10-19 13:29:02:329140,TEST,USDCNH,-9915544.075596
2018-10-19 13:29:01:432510,TEST,USDCNH,-9915545.075596
2018-10-19 13:29:01:100588,TEST,USDCNH,-9915546.075596
2018-10-19 13:28:21:071412,TEST,USDCNH,-9915547.075596
2018-10-19 13:28:19:778377,TEST,USDCNH,-9915548.075596
2018-10-19 13:27:58:940193,TEST,USDCNH,-9915549.075596
2018-10-19 13:27:58:831280,TEST,USDCNH,-9915550.075596
2018-10-19 13:27:58:310472,TEST,USDCNH,-9915551.075596
2018-10-19 13:27:56:518467,TEST,USDCNH,-9915552.075596
2018-10-19 13:27:56:332526,TEST,USDCNH,-9915553.075596
2018-10-19 13:27:56:243648,TEST,USDCNH,-9915554.075596
2018-10-19 13:27:55:452195,TEST,USDCNH,-9915555.075596
2018-10-19 13:27:55:203764,TEST,USDCNH,-9915556.075596
2018-10-19 13:27:54:452031,TEST,USDCNH,-9915557.075596
2018-10-19 13:27:54:148844,TEST,USDCNH,-9915558.075596
2018-10-19 13:27:53:802075,TEST,USDCNH,-9915559.075596
2018-10-19 13:27:53:433748,TEST,USDCNH,-9915560.075596
